,State Abbr,State,County,FIPS,Year,Total_Weight,Population,PerCapWeight
0,AR,Arkansas,Arkansas County,5001,2006.0,4830.744669862519,19785,24416.19747213808
1,AR,Arkansas,Arkansas County,5001,2007.0,5950.277374500037,19434,30617.87266903384
2,AR,Arkansas,Arkansas County,5001,2008.0,6418.230307500042,19275,33298.211712062475
3,AR,Arkansas,Arkansas County,5001,2009.0,6643.993312500056,19134,34723.49384603353
4,AR,Arkansas,Arkansas County,5001,2010.0,7564.53349500011,19009,39794.484165395916
5,AR,Arkansas,Arkansas County,5001,2011.0,7502.461642725093,18871,39756.56638612205
6,AR,Arkansas,Arkansas County,5001,2012.0,8032.7576804250975,18964,42357.929131117366
7,AR,Arkansas,Ashley County,5003,2006.0,4179.869040224962,22501,18576.37011788348
8,AR,Arkansas,Ashley County,5003,2007.0,4652.35717908753,22229,20929.223892606642
9,AR,Arkansas,Ashley County,5003,2008.0,4664.55625500002,22148,21060.846374390556
10,AR,Arkansas,Ashley County,5003,2009.0,4993.190175450061,21920,22779.15226026488
11,AR,Arkansas,Ashley County,5003,2010.0,5957.966666362609,21829,27293.81403803477
12,AR,Arkansas,Ashley County,5003,2011.0,6347.385769537659,21673,29287.065794018636
13,AR,Arkansas,Ashley County,5003,2012.0,6841.9243465876525,21515,31800.71739060029
14,AR,Arkansas,Baxter County,5005,2006.0,11600.248253175168,40867,28385.36778617263
15,AR,Arkansas,Baxter County,5005,2007.0,12178.222337512729,41491,29351.47944738071
16,AR,Arkansas,Baxter County,5005,2008.0,14161.622495962714,41519,34108.77549064937
17,AR,Arkansas,Baxter County,5005,2009.0,18478.30842540029,41561,44460.692537235125
18,AR,Arkansas,Baxter County,5005,2010.0,21053.49290250023,41510,50719.086732113305
19,AR,Arkansas,Baxter County,5005,2011.0,20721.72804067544,41349,50114.21809638792
20,AR,Arkansas,Baxter County,5005,2012.0,23637.017689987617,41080,57538.99145566606
21,AR,Arkansas,Benton County,5007,2006.0,45191.330190365996,195569,23107.61428977292
22,AR,Arkansas,Benton County,5007,2007.0,54435.50573954205,203664,26728.09418431439
23,AR,Arkansas,Benton County,5007,2008.0,62972.13955285503,210807,29871.93952423545
24,AR,Arkansas,Benton County,5007,2009.0,77613.25004066843,216620,35829.217080910545
25,AR,Arkansas,Benton County,5007,2010.0,94245.62321156869,222593,42339.88634483954
26,AR,Arkansas,Benton County,5007,2011.0,108174.00860723096,229171,47202.311203088946
27,AR,Arkansas,Benton County,5007,2012.0,119748.607938154,234938,50970.301925679974
28,AR,Arkansas,Boone County,5009,2006.0,10420.774393862745,36056,28901.63743582967
29,AR,Arkansas,Boone County,5009,2007.0,13447.000362087814,36759,36581.51843654021
30,AR,Arkansas,Boone County,5009,2008.0,14849.171287950288,36974,40161.11669808592
31,AR,Arkansas,Boone County,5009,2009.0,15248.721852037808,36844,41387.25939647652
32,AR,Arkansas,Boone County,5009,2010.0,17108.907038175363,36893,46374.39904094371
33,AR,Arkansas,Boone County,5009,2011.0,19835.827429537978,37086,53486.025533996595
34,AR,Arkansas,Boone County,5009,2012.0,22998.82554408772,37333,61604.547033690615
35,AR,Arkansas,Bradley County,5011,2006.0,1376.1923109500021,11778,11684.43123577859
36,AR,Arkansas,Bradley County,5011,2007.0,1687.7744820000034,11737,14379.947874243873
37,AR,Arkansas,Bradley County,5011,2008.0,2122.8215085375045,11643,18232.59905984286
38,AR,Arkansas,Bradley County,5011,2009.0,2269.0772327250047,11538,19666.122661856512
39,AR,Arkansas,Bradley County,5011,2010.0,2451.8776275000023,11470,21376.43964690499
40,AR,Arkansas,Bradley County,5011,2011.0,2946.035216362499,11432,25770.077120035854
41,AR,Arkansas,Bradley County,5011,2012.0,3061.2569331749896,11266,27172.52736707784
42,AR,Arkansas,Calhoun County,5013,2006.0,1009.9854885000047,5693,17740.830642894867
43,AR,Arkansas,Calhoun County,5013,2007.0,1347.7570860000012,5659,23816.170454143863
44,AR,Arkansas,Calhoun County,5013,2008.0,1397.5794165000025,5528,25281.827360709165
45,AR,Arkansas,Calhoun County,5013,2009.0,1714.152675000002,5421,31620.599059214204
46,AR,Arkansas,Calhoun County,5013,2010.0,1818.1733250000011,5362,33908.491700857914
47,AR,Arkansas,Calhoun County,5013,2011.0,1746.1583250000006,5243,33304.564657638766
48,AR,Arkansas,Calhoun County,5013,2012.0,1668.3035325000033,5278,31608.630778704115
49,AR,Arkansas,Carroll County,5015,2006.0,8417.327154862676,26615,31626.25269533224
50,AR,Arkansas,Carroll County,5015,2007.0,12397.696260675315,26699,46435.0584691386
51,AR,Arkansas,Carroll County,5015,2008.0,14104.801619587832,26822,52586.68861228779
52,AR,Arkansas,Carroll County,5015,2009.0,17258.280023175328,27158,63547.6840090409
53,AR,Arkansas,Carroll County,5015,2010.0,19456.15214295032,27553,70613.55258211562
54,AR,Arkansas,Carroll County,5015,2011.0,19618.50081750037,27466,71428.3143431893
55,AR,Arkansas,Carroll County,5015,2012.0,21691.979707500257,27623,78528.6888010001
56,AR,Arkansas,Chicot County,5017,2006.0,3156.0734475000177,12516,25216.310702301198
57,AR,Arkansas,Chicot County,5017,2007.0,3440.6574135000205,12313,27943.29094046959
58,AR,Arkansas,Chicot County,5017,2008.0,3363.0941385000237,12050,27909.494925311403
59,AR,Arkansas,Chicot County,5017,2009.0,3148.0776750000236,11851,26563.81465699117
60,AR,Arkansas,Chicot County,5017,2010.0,5232.166837500018,11799,44344.154907195676
61,AR,Arkansas,Chicot County,5017,2011.0,5210.798186587533,11703,44525.31988881084
62,AR,Arkansas,Chicot County,5017,2012.0,5553.788210362537,11498,48302.21090939761
63,AR,Arkansas,Clark County,5019,2006.0,4483.531793400003,22924,19558.24373320539
64,AR,Arkansas,Clark County,5019,2007.0,5480.4677871750755,23139,23684.981145144888
65,AR,Arkansas,Clark County,5019,2008.0,5643.9589620000625,23272,24252.1440443454
66,AR,Arkansas,Clark County,5019,2009.0,6116.885482500099,23100,26480.023733766662
67,AR,Arkansas,Clark County,5019,2010.0,7566.572025675143,22925,33005.76674231251
68,AR,Arkansas,Clark County,5019,2011.0,8139.138172725196,22928,35498.68358655441
69,AR,Arkansas,Clark County,5019,2012.0,8657.247450000172,22755,38045.47330257162
70,AR,Arkansas,Clay County,5021,2006.0,2817.068248499986,16679,16889.910956891814
71,AR,Arkansas,Clay County,5021,2007.0,3270.798562537479,16464,19866.366390533767
72,AR,Arkansas,Clay County,5021,2008.0,4097.494162499987,16209,25279.129881547215
73,AR,Arkansas,Clay County,5021,2009.0,4189.334985000005,16056,26092.021580717515
74,AR,Arkansas,Clay County,5021,2010.0,4566.645600000009,16050,28452.62056074772
75,AR,Arkansas,Clay County,5021,2011.0,4622.044016362534,15876,29113.40398313514
76,AR,Arkansas,Clay County,5021,2012.0,4832.213386350044,15710,30758.8375961174
77,AR,Arkansas,Cleburne County,5023,2006.0,6460.911982675084,25430,25406.65349066097
78,AR,Arkansas,Cleburne County,5023,2007.0,7616.486629500165,25545,29815.958620082856
79,AR,Arkansas,Cleburne County,5023,2008.0,7872.69003200018,25623,30725.090863677866
80,AR,Arkansas,Cleburne County,5023,2009.0,8693.192685000206,25870,33603.37334750756
81,AR,Arkansas,Cleburne County,5023,2010.0,10160.064540000309,25986,39098.22419764607
82,AR,Arkansas,Cleburne County,5023,2011.0,9871.228305000308,25875,38149.67460869684
83,AR,Arkansas,Cleburne County,5023,2012.0,10309.058685000242,25763,40014.97762294858
84,AR,Arkansas,Cleveland County,5025,2006.0,129.93045000000004,8829,1471.6326877336057
85,AR,Arkansas,Cleveland County,5025,2007.0,131.60772000000009,8896,1479.4033273381306
86,AR,Arkansas,Cleveland County,5025,2008.0,79.24003136250005,8775,903.0203004273509
87,AR,Arkansas,Columbia County,5027,2006.0,3594.818392499972,25133,14303.18064894749
88,AR,Arkansas,Columbia County,5027,2007.0,4177.1376299999765,24847,16811.436511449978
89,AR,Arkansas,Columbia County,5027,2008.0,6296.535289500078,24666,25527.18434079331
90,AR,Arkansas,Columbia County,5027,2009.0,6573.9102038625915,24622,26699.33475697584
91,AR,Arkansas,Columbia County,5027,2010.0,6688.623266362602,24723,27054.254202008666
92,AR,Arkansas,Columbia County,5027,2011.0,7090.4973604501465,24709,28696.01100995648
93,AR,Arkansas,Columbia County,5027,2012.0,7573.364206350132,24413,31021.849860116054
94,AR,Arkansas,Conway County,5029,2006.0,4909.318857000046,20753,23655.94784850405
95,AR,Arkansas,Conway County,5029,2007.0,5151.844603500045,20992,24541.942661490306
96,AR,Arkansas,Conway County,5029,2008.0,6049.360365225091,21025,28772.225280499842
97,AR,Arkansas,Conway County,5029,2009.0,6948.549292500117,21257,32688.287587618746
98,AR,Arkansas,Conway County,5029,2010.0,7937.501602500122,21219,37407.51968754476
99,AR,Arkansas,Conway County,5029,2011.0,9121.402365000176,21128,43172.105097501786
100,AR,Arkansas,Conway County,5029,2012.0,11492.319427500193,21141,54360.33975450638
101,AR,Arkansas,Craighead County,5031,2006.0,26364.407496314027,89725,29383.569235234358
102,AR,Arkansas,Craighead County,5031,2007.0,29092.352615039345,91350,31847.12929944099
103,AR,Arkansas,Craighead County,5031,2008.0,31193.07399345169,93316,33427.35864530379
104,AR,Arkansas,Craighead County,5031,2009.0,34885.628262039165,95482,36536.34010812422
105,AR,Arkansas,Craighead County,5031,2010.0,35433.610173864465,96748,36624.6435831898
106,AR,Arkansas,Craighead County,5031,2011.0,35418.63145545167,98405,35992.71526391105
107,AR,Arkansas,Craighead County,5031,2012.0,37960.6088874765,99993,37963.26631611863
108,AR,Arkansas,Crawford County,5033,2006.0,22073.505155225717,59126,37332.992516364575
109,AR,Arkansas,Crawford County,5033,2007.0,29202.51616945085,60210,48501.10640998314
110,AR,Arkansas,Crawford County,5033,2008.0,35109.80314050105,60933,57620.342245582935
111,AR,Arkansas,Crawford County,5033,2009.0,34436.97423386344,61595,55908.716996287745
112,AR,Arkansas,Crawford County,5033,2010.0,40525.10708636353,61956,65409.49558777767
113,AR,Arkansas,Crawford County,5033,2011.0,46820.83647772613,61796,75766.77532158414
114,AR,Arkansas,Crawford County,5033,2012.0,54815.51175453876,61911,88539.21234439561
115,AR,Arkansas,Crittenden County,5035,2006.0,11768.271940000252,50360,23368.29217633092
116,AR,Arkansas,Crittenden County,5035,2007.0,12895.494565725256,50438,25567.02201856786
117,AR,Arkansas,Crittenden County,5035,2008.0,12590.829418587786,50699,24834.472905950384
118,AR,Arkansas,Crittenden County,5035,2009.0,12238.767225000263,50929,24031.037768266142
119,AR,Arkansas,Crittenden County,5035,2010.0,13859.500207500283,50958,27197.888864359436
120,AR,Arkansas,Crittenden County,5035,2011.0,13009.883958862769,50517,25753.476965898153
121,AR,Arkansas,Crittenden County,5035,2012.0,12853.186425000269,50077,25666.845907303294
122,AR,Arkansas,Cross County,5037,2006.0,2744.131547999988,18525,14813.125765182122
123,AR,Arkansas,Cross County,5037,2007.0,3699.3956399999706,18172,20357.669161346967
124,AR,Arkansas,Cross County,5037,2008.0,4266.405029999995,18200,23441.785879120853
125,AR,Arkansas,Cross County,5037,2009.0,3769.533712499992,17971,20975.64805798226
126,AR,Arkansas,Cross County,5037,2010.0,3810.6558674999933,17862,21333.870045347627
127,AR,Arkansas,Cross County,5037,2011.0,4631.4744413625185,17809,26006.37004527216
128,AR,Arkansas,Cross County,5037,2012.0,4677.91072136253,17703,26424.395420903405
129,AR,Arkansas,Dallas County,5039,2006.0,1256.9566875000053,8477,14827.848147929753
130,AR,Arkansas,Dallas County,5039,2007.0,1361.1239025000025,8367,16267.765059161018
131,AR,Arkansas,Dallas County,5039,2008.0,1454.7098288625025,8282,17564.716600609787
132,AR,Arkansas,Dallas County,5039,2009.0,1729.6376250000062,8188,21124.055019540865
133,AR,Arkansas,Dallas County,5039,2010.0,1801.2129000000045,8066,22330.931068683418
134,AR,Arkansas,Dallas County,5039,2011.0,2139.3715318125023,8056,26556.250394892035
135,AR,Arkansas,Dallas County,5039,2012.0,2356.137093862503,7952,29629.49061698319
136,AR,Arkansas,Desha County,5041,2006.0,2114.8216127249952,13870,15247.452146539259
137,AR,Arkansas,Desha County,5041,2007.0,2600.7732855374898,13523,19232.221293629296
138,AR,Arkansas,Desha County,5041,2008.0,2757.9117118124846,13273,20778.359917219048
139,AR,Arkansas,Desha County,5041,2009.0,2822.132535449993,13108,21529.8484547604
140,AR,Arkansas,Desha County,5041,2010.0,3612.3320929500014,12954,27885.842928439102
141,AR,Arkansas,Desha County,5041,2011.0,4027.8724088624967,12731,31638.30342363127
142,AR,Arkansas,Desha County,5041,2012.0,4665.624997950045,12590,37058.18107982562
143,AR,Arkansas,Drew County,5043,2006.0,3000.9562202249867,18705,16043.604491980685
144,AR,Arkansas,Drew County,5043,2007.0,3843.1402454999693,18535,20734.503617480277
145,AR,Arkansas,Drew County,5043,2008.0,4285.491074999988,18481,23188.631973378
146,AR,Arkansas,Drew County,5043,2009.0,4717.390545225021,18495,25506.301947688677
147,AR,Arkansas,Drew County,5043,2010.0,5099.16384408755,18666,27317.92480492634
148,AR,Arkansas,Drew County,5043,2011.0,5700.323400675095,18735,30426.06565612541
149,AR,Arkansas,Drew County,5043,2012.0,6144.970174087603,18788,32706.88830150949
150,AR,Arkansas,Faulkner County,5045,2006.0,16638.279497225554,102969,16158.532662476624
151,AR,Arkansas,Faulkner County,5045,2007.0,19588.17636700077,105637,18542.912395278898
152,AR,Arkansas,Faulkner County,5045,2008.0,23535.45409953848,108477,21696.261972158598
153,AR,Arkansas,Faulkner County,5045,2009.0,29658.904616363827,110813,26764.82417799701
154,AR,Arkansas,Faulkner County,5045,2010.0,33865.678912501346,114026,29699.962212566734
155,AR,Arkansas,Faulkner County,5045,2011.0,36548.544855001455,116280,31431.497123324265
156,AR,Arkansas,Faulkner County,5045,2012.0,41960.36151000165,118523,35402.71635885157
157,AR,Arkansas,Franklin County,5047,2006.0,3864.9187994999997,18151,21293.14527849705
158,AR,Arkansas,Franklin County,5047,2007.0,5601.150532500031,18237,30713.113628886495
159,AR,Arkansas,Franklin County,5047,2008.0,7065.552637500047,18229,38759.95741675378
160,AR,Arkansas,Franklin County,5047,2009.0,8188.945608862565,18145,45130.59029408964
161,AR,Arkansas,Franklin County,5047,2010.0,9512.426527500116,18142,52433.174553522855
162,AR,Arkansas,Franklin County,5047,2011.0,10097.477737500138,18009,56069.064009662594
163,AR,Arkansas,Franklin County,5047,2012.0,11366.04085522512,17959,63288.82930689414
164,AR,Arkansas,Fulton County,5049,2006.0,6831.7797368625625,12119,56372.47080503806
165,AR,Arkansas,Fulton County,5049,2007.0,7726.778800987548,12354,62544.75312439329
166,AR,Arkansas,Fulton County,5049,2008.0,9491.32380757508,12382,76654.20616681538
167,AR,Arkansas,Fulton County,5049,2009.0,11440.63825998755,12231,93538.0448040843
168,AR,Arkansas,Fulton County,5049,2010.0,9885.642409762566,12215,80930.3512874545
169,AR,Arkansas,Fulton County,5049,2011.0,7217.820778162556,12240,58969.124004596044
170,AR,Arkansas,Fulton County,5049,2012.0,7693.678280662556,12169,63223.58682441085
171,AR,Arkansas,Garland County,5051,2006.0,32898.7571705893,94077,34970.03217639731
172,AR,Arkansas,Garland County,5051,2007.0,37170.327087265054,94753,39228.65459380184
173,AR,Arkansas,Garland County,5051,2008.0,39920.92666859004,95636,41742.5725339726
174,AR,Arkansas,Garland County,5051,2009.0,43155.646665002656,95840,45028.84668718975
175,AR,Arkansas,Garland County,5051,2010.0,47772.826522502626,96067,49728.65450415088
176,AR,Arkansas,Garland County,5051,2011.0,55905.62567250211,96854,57721.545493735015
177,AR,Arkansas,Garland County,5051,2012.0,62846.4641034009,96986,64799.521687048546
178,AR,Arkansas,Grant County,5053,2006.0,2758.4155049999995,17442,15814.789043687646
179,AR,Arkansas,Grant County,5053,2007.0,2975.0256194999897,17483,17016.676883257966
180,AR,Arkansas,Grant County,5053,2008.0,3618.272587499983,17718,20421.45043176421
181,AR,Arkansas,Grant County,5053,2009.0,4653.901387500011,17751,26217.685693763793
182,AR,Arkansas,Grant County,5053,2010.0,4824.039352500033,17886,26971.03518114745
183,AR,Arkansas,Grant County,5053,2011.0,6078.017928862541,17947,33866.48425286979
184,AR,Arkansas,Grant County,5053,2012.0,7124.711722500037,18038,39498.34639372456
185,AR,Arkansas,Greene County,5055,2006.0,15252.316253625228,40469,37688.88841736942
186,AR,Arkansas,Greene County,5055,2007.0,18102.895643475233,40918,44241.887784044266
187,AR,Arkansas,Greene County,5055,2008.0,20989.702431862785,41286,50839.7578643191
188,AR,Arkansas,Greene County,5055,2009.0,17360.488774312686,41723,41608.91780148284
189,AR,Arkansas,Greene County,5055,2010.0,18644.75276726279,42201,44180.83165627069
190,AR,Arkansas,Greene County,5055,2011.0,17821.272480225332,42763,41674.51413657913
191,AR,Arkansas,Greene County,5055,2012.0,18556.219230450068,43229,42925.39552256603
192,AR,Arkansas,Hempstead County,5057,2006.0,4930.489632000003,22957,21477.064215707644
193,AR,Arkansas,Hempstead County,5057,2007.0,5779.402227862544,22918,25217.742507472485
194,AR,Arkansas,Hempstead County,5057,2008.0,6420.7006485000475,22624,28380.041763172063
195,AR,Arkansas,Hempstead County,5057,2009.0,6230.3979675000965,22615,27549.84730267564
196,AR,Arkansas,Hempstead County,5057,2010.0,7095.3493575001785,22596,31400.90882235873
197,AR,Arkansas,Hempstead County,5057,2011.0,7986.469252500211,22488,35514.359891943306
198,AR,Arkansas,Hempstead County,5057,2012.0,9613.850257500224,22344,43026.54071562936
199,AR,Arkansas,Hot Spring County,5059,2006.0,4964.615820000049,32248,15395.11231704307
200,AR,Arkansas,Hot Spring County,5059,2007.0,5339.451300000082,32631,16363.124942539553
201,AR,Arkansas,Hot Spring County,5059,2008.0,5935.180273500118,32737,18129.884453371164
202,AR,Arkansas,Hot Spring County,5059,2009.0,6871.0066875001485,32797,20950.107288776864
203,AR,Arkansas,Hot Spring County,5059,2010.0,7517.102062500225,33231,22620.751895820846
204,AR,Arkansas,Hot Spring County,5059,2011.0,9238.197034087763,33142,27874.59125607315
205,AR,Arkansas,Hot Spring County,5059,2012.0,10413.032162025273,33507,31077.18435558323
206,AR,Arkansas,Howard County,5061,2006.0,2971.0886594999834,13843,21462.751278624455
207,AR,Arkansas,Howard County,5061,2007.0,3079.7641598624846,13680,22512.89590542752
208,AR,Arkansas,Howard County,5061,2008.0,3525.497996999989,13804,25539.68412778897
209,AR,Arkansas,Howard County,5061,2009.0,4110.4656038624935,13741,29913.875291918303
210,AR,Arkansas,Howard County,5061,2010.0,4483.2848025000285,13796,32496.99045013068
211,AR,Arkansas,Howard County,5061,2011.0,5003.2102650000625,13816,36213.160574696456
212,AR,Arkansas,Howard County,5061,2012.0,5175.5529975000845,13675,37846.822650823284
213,AR,Arkansas,Independence County,5063,2006.0,11951.170671000169,35426,33735.59157398569
214,AR,Arkansas,Independence County,5063,2007.0,13458.203715000163,35690,37708.61225833613
215,AR,Arkansas,Independence County,5063,2008.0,12942.096859500245,35859,36091.627930227405
216,AR,Arkansas,Independence County,5063,2009.0,14460.921506362696,36259,39882.29544764802
217,AR,Arkansas,Independence County,5063,2010.0,17820.593692500246,36809,48413.686034666105
218,AR,Arkansas,Independence County,5063,2011.0,18608.16823500012,36884,50450.51576564397
219,AR,Arkansas,Independence County,5063,2012.0,19326.10163250017,36953,52299.14115904032
220,AR,Arkansas,Izard County,5065,2006.0,7108.670071500003,13583,52335.05169329311
221,AR,Arkansas,Izard County,5065,2007.0,10880.874889500035,13552,80289.80880681844
222,AR,Arkansas,Izard County,5065,2008.0,17832.162896999987,13681,130342.53999707615
223,AR,Arkansas,Izard County,5065,2009.0,25262.95691250001,13679,184684.2379742672
224,AR,Arkansas,Izard County,5065,2010.0,24535.8898125,13726,178754.84345402886
225,AR,Arkansas,Izard County,5065,2011.0,13779.869062500095,13572,101531.60228779909
226,AR,Arkansas,Izard County,5065,2012.0,15284.157975000031,13541,112873.1849567981
227,AR,Arkansas,Jackson County,5067,2006.0,2929.297492499997,18092,16191.120343245619
228,AR,Arkansas,Jackson County,5067,2007.0,3660.1927748624935,18098,20224.29425827436
229,AR,Arkansas,Jackson County,5067,2008.0,4137.8482035000125,17966,23031.549613158255
230,AR,Arkansas,Jackson County,5067,2009.0,5305.187985000047,17945,29563.59980495986
231,AR,Arkansas,Jackson County,5067,2010.0,6644.701027500079,18057,36798.47719720928
232,AR,Arkansas,Jackson County,5067,2011.0,6236.619382500069,17887,34866.77130038614
233,AR,Arkansas,Jackson County,5067,2012.0,6193.292242500071,17680,35029.933498303566
234,AR,Arkansas,Jefferson County,5069,2006.0,7354.630900262716,79977,9195.932455909468
235,AR,Arkansas,Jefferson County,5069,2007.0,9163.669144900316,78788,11630.792944230487
236,AR,Arkansas,Jefferson County,5069,2008.0,10160.3406018129,78354,12967.226436190751
237,AR,Arkansas,Jefferson County,5069,2009.0,12378.49018908804,77759,15919.04498397361
238,AR,Arkansas,Jefferson County,5069,2010.0,14443.738512713313,77341,18675.396636600653
239,AR,Arkansas,Jefferson County,5069,2011.0,16685.386570651008,76039,21943.195689910448
240,AR,Arkansas,Jefferson County,5069,2012.0,19604.724159901147,74634,26267.819170754814
241,AR,Arkansas,Johnson County,5071,2006.0,5671.804527000064,24596,23059.865535046607
242,AR,Arkansas,Johnson County,5071,2007.0,6818.713626000103,25109,27156.45237165998
243,AR,Arkansas,Johnson County,5071,2008.0,7609.136587500171,25236,30151.912297908428
244,AR,Arkansas,Johnson County,5071,2009.0,8393.157487500192,25374,33077.78626743987
245,AR,Arkansas,Johnson County,5071,2010.0,8725.130497500211,25556,34141.221229849005
246,AR,Arkansas,Johnson County,5071,2011.0,11059.251787500249,25675,43074.008909445954
247,AR,Arkansas,Johnson County,5071,2012.0,12235.140157500215,25914,47214.402089604904
248,AR,Arkansas,Lafayette County,5073,2006.0,1350.377103862509,7879,17138.940269863044
249,AR,Arkansas,Lafayette County,5073,2007.0,1211.131365000008,7845,15438.258317399719
250,AR,Arkansas,Lafayette County,5073,2008.0,1366.0919685000106,7806,17500.537644120042
251,AR,Arkansas,Lafayette County,5073,2009.0,1573.5205500000077,7654,20558.146720669032
252,AR,Arkansas,Lafayette County,5073,2010.0,1192.6895475000033,7647,15596.829442918835
253,AR,Arkansas,Lafayette County,5073,2011.0,1398.0733350000016,7536,18551.92854299365
254,AR,Arkansas,Lafayette County,5073,2012.0,1803.904687500005,7450,24213.4857382551
255,AR,Arkansas,Lawrence County,5075,2006.0,4067.0583977249876,17193,23655.31552216011
256,AR,Arkansas,Lawrence County,5075,2007.0,4712.637007587524,17286,27262.73867631334
257,AR,Arkansas,Lawrence County,5075,2008.0,5245.9824069000315,17460,30045.718252577502
258,AR,Arkansas,Lawrence County,5075,2009.0,6163.767570900051,17336,35554.727566336245
259,AR,Arkansas,Lawrence County,5075,2010.0,6460.5907434000765,17518,36879.72795638815
260,AR,Arkansas,Lawrence County,5075,2011.0,6815.698260675093,17282,39438.133668991395
261,AR,Arkansas,Lawrence County,5075,2012.0,6769.492110675075,17040,39727.06637720115
262,AR,Arkansas,Lee County,5077,2006.0,1278.4188375000006,11067,11551.629506641371
263,AR,Arkansas,Lee County,5077,2007.0,1208.1719184,10823,11163.003958237088
264,AR,Arkansas,Lee County,5077,2008.0,904.13985,10786,8382.53152234378
265,AR,Arkansas,Lee County,5077,2009.0,963.3315788625017,10458,9211.432194133693
266,AR,Arkansas,Lee County,5077,2010.0,1184.5318874999975,10395,11395.20815295813
267,AR,Arkansas,Lee County,5077,2011.0,1415.9167499999978,10291,13758.78680400348
268,AR,Arkansas,Lee County,5077,2012.0,1503.6254288625016,10184,14764.5859079193
269,AR,Arkansas,Lincoln County,5079,2006.0,705.152805225,14315,4925.9713952148095
270,AR,Arkansas,Lincoln County,5079,2007.0,943.0442332250008,14237,6623.897121760208
271,AR,Arkansas,Lincoln County,5079,2008.0,898.3469890875026,14176,6337.097834985205
272,AR,Arkansas,Lincoln County,5079,2009.0,1077.0420906750026,14185,7592.824044236889
273,AR,Arkansas,Lincoln County,5079,2010.0,1361.935620225002,14089,9666.659239300177
274,AR,Arkansas,Lincoln County,5079,2011.0,1679.5286215875012,14339,11713.010820751108
275,AR,Arkansas,Lincoln County,5079,2012.0,1868.246378175,14180,13175.221284732017
276,AR,Arkansas,Little River County,5081,2006.0,2871.0375338624895,13147,21837.967094108844
277,AR,Arkansas,Little River County,5081,2007.0,3393.8933454499825,13107,25893.74643663678
278,AR,Arkansas,Little River County,5081,2008.0,4347.315442499998,13099,33188.14751126039
279,AR,Arkansas,Little River County,5081,2009.0,4216.161907725,13228,31873.01109559268
280,AR,Arkansas,Little River County,5081,2010.0,4236.9249122625015,13132,32264.125131453715
281,AR,Arkansas,Little River County,5081,2011.0,4744.613633175031,12945,36652.09450115899
282,AR,Arkansas,Little River County,5081,2012.0,5063.092245000034,12916,39200.15674357412
283,AR,Arkansas,Logan County,5083,2006.0,5529.273558862522,22689,24369.842473720844
284,AR,Arkansas,Logan County,5083,2007.0,7723.966350000061,22758,33939.56564724519
285,AR,Arkansas,Logan County,5083,2008.0,9575.560644000063,22699,42184.94490506217
286,AR,Arkansas,Logan County,5083,2009.0,12796.015950000083,22429,57051.21026349852
287,AR,Arkansas,Logan County,5083,2010.0,11784.738416362605,22308,52827.40907460375
288,AR,Arkansas,Logan County,5083,2011.0,12753.740212725183,22242,57340.797647357176
289,AR,Arkansas,Logan County,5083,2012.0,14371.69506750016,21928,65540.38246762204
290,AR,Arkansas,Lonoke County,5085,2006.0,11151.210760587916,62648,17799.787320565567
291,AR,Arkansas,Lonoke County,5085,2007.0,14530.167790225525,64379,22569.732040301224
292,AR,Arkansas,Lonoke County,5085,2008.0,18628.206636225816,66086,28187.825918085247
293,AR,Arkansas,Lonoke County,5085,2009.0,23698.653682950724,67481,35119.00191602188
294,AR,Arkansas,Lonoke County,5085,2010.0,29039.85385522612,68744,42243.47412898016
295,AR,Arkansas,Lonoke County,5085,2011.0,28636.543755225954,69529,41186.474356349085
296,AR,Arkansas,Lonoke County,5085,2012.0,33316.2116663632,70109,47520.591744801946
297,AR,Arkansas,Madison County,5087,2006.0,1919.606908362501,15156,12665.656560850493
298,AR,Arkansas,Madison County,5087,2007.0,2391.061658587497,15353,15573.905155914134
299,AR,Arkansas,Madison County,5087,2008.0,2937.521198174993,15619,18807.357693674327
300,AR,Arkansas,Madison County,5087,2009.0,3636.540536587496,15673,23202.581105005396
301,AR,Arkansas,Madison County,5087,2010.0,4757.873937712522,15684,30335.845050449643
302,AR,Arkansas,Madison County,5087,2011.0,5779.43995248756,15662,36901.03404729638
303,AR,Arkansas,Madison County,5087,2012.0,7468.711917487571,15597,47885.56720835783
304,AR,Arkansas,Marion County,5089,2006.0,3392.2274624999727,16759,20241.228369830973
305,AR,Arkansas,Marion County,5089,2007.0,3797.6992874999823,16795,22612.082688299983
306,AR,Arkansas,Marion County,5089,2008.0,4159.370535862479,16996,24472.64377419675
307,AR,Arkansas,Marion County,5089,2009.0,5243.4951954375565,16721,31358.741674765606
308,AR,Arkansas,Marion County,5089,2010.0,6915.895106812559,16665,41499.52059293465
309,AR,Arkansas,Marion County,5089,2011.0,6671.246126587545,16671,40017.07232072188
310,AR,Arkansas,Marion County,5089,2012.0,7241.600501812581,16621,43568.98202161471
311,AR,Arkansas,Miller County,5091,2006.0,8853.313997500112,42669,20748.819980548204
312,AR,Arkansas,Miller County,5091,2007.0,11412.934506362666,42710,26721.925793403574
313,AR,Arkansas,Miller County,5091,2008.0,14965.707497500189,43047,34765.970909703785
314,AR,Arkansas,Miller County,5091,2009.0,18600.62839886272,43284,42973.450695089916
315,AR,Arkansas,Miller County,5091,2010.0,19868.369565225355,43562,45609.40628351626
