BUYER_STATE,BUYER_COUNTY,YEAR,Total_Weight
AL,CULLMAN,2011,46268.25600112525
AL,CULLMAN,2012,48024.92623859992
AL,DALE,2006,9251.30890008761
AL,DALE,2007,10493.278551450157
AL,DALE,2008,11876.191552175189
AL,DALE,2009,14692.996021125227
AL,DALE,2010,18105.013050450478
AL,DALE,2011,19705.991715450476
AL,DALE,2012,18810.0037959004
AL,DALLAS,2006,8232.200157000174
AL,DALLAS,2007,11929.823358862752
AL,DALLAS,2008,14590.61820336284
AL,DALLAS,2009,14264.77459451281
AL,DALLAS,2010,13622.154912450244
AL,DALLAS,2011,14112.426709725205
AL,DALLAS,2012,15074.96596608792
AL,DE KALB,2006,17888.295647950265
AL,DE KALB,2007,21424.878830287675
AL,DE KALB,2008,23249.607339987808
AL,DE KALB,2009,26028.5115402001
AL,DE KALB,2010,31037.884238025046
AL,DE KALB,2011,36443.499725399975
AL,DE KALB,2012,42960.00880128775
AL,ELMORE,2006,14626.803858263063
AL,ELMORE,2007,17853.36716096309
AL,ELMORE,2008,21185.53657692579
AL,ELMORE,2009,23500.109286788404
AL,ELMORE,2010,25948.45678361319
AL,ELMORE,2011,31638.542576550095
AL,ELMORE,2012,35330.0428620003
AL,ESCAMBIA,2006,12538.987860725256
AL,ESCAMBIA,2007,13072.93009048782
AL,ESCAMBIA,2008,14679.3221192627
AL,ESCAMBIA,2009,15402.684072037817
AL,ESCAMBIA,2010,19566.88999886285
AL,ESCAMBIA,2011,18713.274746362764
AL,ESCAMBIA,2012,17929.682310225293
AL,ETOWAH,2006,65594.54985760304
AL,ETOWAH,2007,81248.68240549159
AL,ETOWAH,2008,89648.58278762794
AL,ETOWAH,2009,95393.8161019907
AL,ETOWAH,2010,101022.99240221463
AL,ETOWAH,2011,111308.54469472697
AL,ETOWAH,2012,120654.59053316596
AL,FAYETTE,2006,3990.016522499989
AL,FAYETTE,2007,4278.273800000009
AL,FAYETTE,2008,4968.441345000015
AL,FAYETTE,2009,5157.135262500034
AL,FAYETTE,2010,5623.8980175000415
AL,FAYETTE,2011,6855.907061362568
AL,FAYETTE,2012,8049.841335000061
AL,FRANKLIN,2006,13266.643450362606
AL,FRANKLIN,2007,17232.913662750274
AL,FRANKLIN,2008,20569.760542350436
AL,FRANKLIN,2009,18764.937296588047
AL,FRANKLIN,2010,21390.961335450615
AL,FRANKLIN,2011,25028.422691587893
AL,FRANKLIN,2012,28422.757872712693
AL,GENEVA,2006,7448.286040225098
AL,GENEVA,2007,6771.675810000082
AL,GENEVA,2008,7446.781797725114
AL,GENEVA,2009,9293.924655225173
AL,GENEVA,2010,8524.758978862694
AL,GENEVA,2011,9798.720829087766
AL,GENEVA,2012,10176.627517500212
AL,GREENE,2006,250.97604749999996
AL,GREENE,2007,448.1282649999993
AL,GREENE,2008,546.1803188624992
AL,GREENE,2009,574.9711952249994
AL,GREENE,2010,733.9257374999994
AL,GREENE,2011,1275.9052575000023
AL,GREENE,2012,1175.0025825000014
AL,HALE,2006,1749.9191577250035
AL,HALE,2007,2321.5757890875047
AL,HALE,2008,2358.5889752250064
AL,HALE,2009,2540.4476700000087
AL,HALE,2010,3228.277751362509
AL,HALE,2011,3934.258807500016
AL,HALE,2012,4465.592317725021
AL,HENRY,2006,2287.983327500003
AL,HENRY,2007,2936.391360000007
AL,HENRY,2008,3129.6209250000097
AL,HENRY,2009,3514.008015000013
AL,HENRY,2010,3801.404490000007
AL,HENRY,2011,4157.097202500014
AL,HENRY,2012,4777.403936362519
AL,HOUSTON,2006,29875.257676226873
AL,HOUSTON,2007,35054.38076898969
AL,HOUSTON,2008,39711.02787717758
AL,HOUSTON,2009,43027.783947714524
AL,HOUSTON,2010,52177.587169989354
AL,HOUSTON,2011,50627.00473125181
AL,HOUSTON,2012,49915.57687226401
AL,JACKSON,2006,22916.837795862873
AL,JACKSON,2007,25200.033570362986
AL,JACKSON,2008,24214.00905586296
AL,JACKSON,2009,31164.822393863084
AL,JACKSON,2010,34320.39088908809
AL,JACKSON,2011,36090.97894908762
AL,JACKSON,2012,38281.86952271221
AL,JEFFERSON,2006,232244.34966415833
AL,JEFFERSON,2007,253098.69927368805
AL,JEFFERSON,2008,275982.5588272758
AL,JEFFERSON,2009,300777.96114536683
AL,JEFFERSON,2010,340625.47217709303
AL,JEFFERSON,2011,404258.92743754125
AL,JEFFERSON,2012,393767.36435569794
AL,LAMAR,2006,3425.388889987502
AL,LAMAR,2007,3614.696552375005
AL,LAMAR,2008,4300.639614537514
AL,LAMAR,2009,4911.224805900033
AL,LAMAR,2010,6273.340046362573
AL,LAMAR,2011,7822.354159312614
AL,LAMAR,2012,7658.8580554501195
AL,LAUDERDALE,2006,25413.75461000042
AL,LAUDERDALE,2007,30886.645670225353
AL,LAUDERDALE,2008,35232.3420545882
AL,LAUDERDALE,2009,36792.59729771336
AL,LAUDERDALE,2010,43138.56366611346
AL,LAUDERDALE,2011,54832.08746587658
AL,LAUDERDALE,2012,51603.39739496349
AL,LAWRENCE,2006,9500.425592500122
AL,LAWRENCE,2007,9529.72250636262
AL,LAWRENCE,2008,11712.104826587605
AL,LAWRENCE,2009,11750.87589090016
AL,LAWRENCE,2010,12126.650085450141
AL,LAWRENCE,2011,15489.874143862615
AL,LAWRENCE,2012,18056.364472500256
AL,LEE,2006,12147.421193675578
AL,LEE,2007,14191.159131675659
AL,LEE,2008,15980.179088175642
AL,LEE,2009,19436.54786703825
AL,LEE,2010,20730.910601813124
AL,LEE,2011,24056.72355862571
AL,LEE,2012,25157.283182475996
AL,LIMESTONE,2006,18289.061099000373
AL,LIMESTONE,2007,17869.218149362896
AL,LIMESTONE,2008,21007.94696108791
AL,LIMESTONE,2009,21174.450633862805
AL,LIMESTONE,2010,25339.458218175274
AL,LIMESTONE,2011,31468.276177725213
AL,LIMESTONE,2012,36121.59763522515
AL,LOWNDES,2006,279.36997499999984
AL,LOWNDES,2007,286.46486249999987
AL,LOWNDES,2008,541.3928624999993
AL,LOWNDES,2009,853.6433625
AL,LOWNDES,2010,1106.8292745375
AL,LOWNDES,2011,1354.5612609000032
AL,LOWNDES,2012,1277.3772652125022
AL,MACON,2006,1976.9133513625045
AL,MACON,2007,2192.4559263625038
AL,MACON,2008,2454.4615825000037
AL,MACON,2009,2718.176062500005
AL,MACON,2010,2877.625087500011
AL,MACON,2011,3148.9619974875127
AL,MACON,2012,3844.3071052125188
AL,MADISON,2006,94312.13622397195
AL,MADISON,2007,123127.79494687542
AL,MADISON,2008,148603.43899502605
AL,MADISON,2009,145452.33212858904
AL,MADISON,2010,174384.94998376045
AL,MADISON,2011,211018.75790457553
AL,MADISON,2012,251349.24411095784
AL,MARENGO,2006,3458.757850900001
AL,MARENGO,2007,3931.0297431625017
AL,MARENGO,2008,4661.925376125023
AL,MARENGO,2009,5309.233411575031
AL,MARENGO,2010,6398.885754525074
AL,MARENGO,2011,7416.532290900098
AL,MARENGO,2012,7946.497885425101
AL,MARION,2006,15341.415466362898
AL,MARION,2007,17726.765626362878
AL,MARION,2008,20565.590835000363
AL,MARION,2009,23347.571126362913
AL,MARION,2010,27710.281958850494
AL,MARION,2011,34724.317556588336
AL,MARION,2012,36862.86457931289
AL,MARSHALL,2006,35396.88385685144
AL,MARSHALL,2007,39373.282677813935
AL,MARSHALL,2008,44786.029022488896
AL,MARSHALL,2009,52972.66783110132
AL,MARSHALL,2010,62145.94854247601
AL,MARSHALL,2011,76467.46578656422
AL,MARSHALL,2012,88101.04985224131
AL,MOBILE,2006,107327.36613571746
AL,MOBILE,2007,121170.9336736047
AL,MOBILE,2008,132706.4564804327
AL,MOBILE,2009,143541.6139242568
AL,MOBILE,2010,160441.30050879758
AL,MOBILE,2011,184413.30131661362
AL,MOBILE,2012,224370.85422370367
AL,MONROE,2006,4820.302882499994
AL,MONROE,2007,5461.110410225
AL,MONROE,2008,6543.683015450043
AL,MONROE,2009,7334.821432500088
AL,MONROE,2010,7088.979574087598
AL,MONROE,2011,8188.43634000011
AL,MONROE,2012,8458.772737500101
AL,MONTGOMERY,2006,47333.518409179844
AL,MONTGOMERY,2007,55378.49313121807
AL,MONTGOMERY,2008,63605.15133258005
AL,MONTGOMERY,2009,65264.06555715491
AL,MONTGOMERY,2010,65600.21594066697
AL,MONTGOMERY,2011,71857.56231885529
AL,MONTGOMERY,2012,73469.1759220178
AL,MORGAN,2006,44156.720858727
AL,MORGAN,2007,51234.159900002145
AL,MORGAN,2008,58242.40679250229
AL,MORGAN,2009,62430.97144886384
AL,MORGAN,2010,66961.86074295081
AL,MORGAN,2011,79520.59402522622
AL,MORGAN,2012,90385.1390365904
AL,PERRY,2006,1018.151899999999
AL,PERRY,2007,1276.9736238625017
AL,PERRY,2008,1372.022523862503
AL,PERRY,2009,1484.6514788625018
AL,PERRY,2010,1372.7002800000014
AL,PERRY,2011,1555.5801863625024
AL,PERRY,2012,1748.5096275000028
AL,PICKENS,2006,2510.6867913624933
AL,PICKENS,2007,3456.646938999987
AL,PICKENS,2008,4127.075487362495
AL,PICKENS,2009,4599.782013862516
AL,PICKENS,2010,4603.29177000002
AL,PICKENS,2011,4715.018306362524
AL,PICKENS,2012,5779.787719762547
AL,PIKE,2006,5029.7978307250405
AL,PIKE,2007,6927.333236587582
AL,PIKE,2008,8132.0468133126205
AL,PIKE,2009,9258.430436362647
AL,PIKE,2010,9751.916805000143
AL,PIKE,2011,11533.306924087654
AL,PIKE,2012,11837.414352262667
AL,RANDOLPH,2006,4433.529784999995
AL,RANDOLPH,2007,5209.748090000013
AL,RANDOLPH,2008,5483.412160225028
AL,RANDOLPH,2009,6420.3724425000355
AL,RANDOLPH,2010,6559.789890000058
AL,RANDOLPH,2011,7900.631506125083
AL,RANDOLPH,2012,9989.740482712601
AL,RUSSELL,2006,13772.38981358777
AL,RUSSELL,2007,16177.835879075315
AL,RUSSELL,2008,19021.881016988034
AL,RUSSELL,2009,20571.41142090051
AL,RUSSELL,2010,21680.39115386318
AL,RUSSELL,2011,28591.802756813147
AL,RUSSELL,2012,35356.46796678806
AL,SAINT CLAIR,2006,18353.4720370882
AL,SAINT CLAIR,2007,20352.130410950766
AL,SAINT CLAIR,2008,22615.9044432258
AL,SAINT CLAIR,2009,24440.50849545064
AL,SAINT CLAIR,2010,26491.552841363326
AL,SAINT CLAIR,2011,30956.217964087955
AL,SAINT CLAIR,2012,35592.67049658793
AL,SHELBY,2006,76294.99336108023
AL,SHELBY,2007,79475.98017595598
AL,SHELBY,2008,78303.96078306845
AL,SHELBY,2009,85315.80457631814
AL,SHELBY,2010,88694.68210384334
AL,SHELBY,2011,95307.98912494394
AL,SHELBY,2012,104473.65259695711
AL,SUMTER,2006,925.0686875000009
AL,SUMTER,2007,1318.576947500002
AL,SUMTER,2008,1432.5493100000056
AL,SUMTER,2009,1742.6689125000044
AL,SUMTER,2010,2013.8629020000074
AL,SUMTER,2011,2339.1468450000098
AL,SUMTER,2012,2546.8835700000072
AL,TALLADEGA,2006,21923.04172016331
AL,TALLADEGA,2007,27520.760984763212
AL,TALLADEGA,2008,30223.356625438282
AL,TALLADEGA,2009,34624.58032770081
AL,TALLADEGA,2010,38945.37592815092
AL,TALLADEGA,2011,43728.5874772508
AL,TALLADEGA,2012,46591.09438743816
AL,TALLAPOOSA,2006,7213.788713725077
AL,TALLAPOOSA,2007,8830.061126225097
AL,TALLAPOOSA,2008,10328.894766762587
AL,TALLAPOOSA,2009,10931.46873090015
AL,TALLAPOOSA,2010,11008.96778317517
AL,TALLAPOOSA,2011,13001.48137886267
AL,TALLAPOOSA,2012,14188.656042262719
AL,TUSCALOOSA,2006,40419.451317553314
AL,TUSCALOOSA,2007,45632.42745732922
AL,TUSCALOOSA,2008,52778.17119620461
AL,TUSCALOOSA,2009,57595.468063803884
AL,TUSCALOOSA,2010,56430.29779744058
AL,TUSCALOOSA,2011,56657.087744702665
AL,TUSCALOOSA,2012,73729.68563741683
AL,WALKER,2006,72509.60580487805
AL,WALKER,2007,79062.02546361566
AL,WALKER,2008,90340.67068166616
AL,WALKER,2009,95464.38413542845
AL,WALKER,2010,99354.67999762867
AL,WALKER,2011,103900.40089338936
AL,WALKER,2012,102990.30582723985
AL,WASHINGTON,2006,950.4735225000004
AL,WASHINGTON,2007,930.1063163624995
AL,WASHINGTON,2008,1073.4356106750001
AL,WASHINGTON,2009,871.7374588499991
AL,WASHINGTON,2010,1017.7835824874996
AL,WASHINGTON,2011,1043.435835675
AL,WASHINGTON,2012,1084.4530125000022
AL,WILCOX,2006,589.6356724999996
AL,WILCOX,2007,752.8227466749996
AL,WILCOX,2008,974.855125
AL,WILCOX,2009,1136.8007999999998
AL,WILCOX,2010,1077.9581024999993
AL,WILCOX,2011,1086.2755499999994
AL,WILCOX,2012,1203.181050000002
AL,WINSTON,2006,11258.600467950208
AL,WINSTON,2007,12900.791445000235
AL,WINSTON,2008,14009.638130000205
AL,WINSTON,2009,15356.728185000211
AL,WINSTON,2010,16300.48387500016
AL,WINSTON,2011,18040.70294250009
AL,WINSTON,2012,18119.78930602515
FL,ALACHUA,2006,82596.6186877293
FL,ALACHUA,2007,95259.6279767931
FL,ALACHUA,2008,114675.2219217685
FL,ALACHUA,2009,141281.0481854313
FL,ALACHUA,2010,150910.7858758919
FL,ALACHUA,2011,145750.68089929313
FL,ALACHUA,2012,127727.613021565
FL,BAKER,2006,11900.178637500152
FL,BAKER,2007,13793.788183225113
FL,BAKER,2008,15651.32215422517
FL,BAKER,2009,19165.96729500018
FL,BAKER,2010,29821.453215000125
FL,BAKER,2011,32777.553120000026
FL,BAKER,2012,21659.46165000021
FL,BAY,2006,61998.10247207856
FL,BAY,2007,61255.85799926616
FL,BAY,2008,65665.01292126594
FL,BAY,2009,68131.16719294015
FL,BAY,2010,73912.3022531658
FL,BAY,2011,73505.84484769049
FL,BAY,2012,73272.65335132717
FL,BRADFORD,2006,13424.830894900231
FL,BRADFORD,2007,15854.865475125225
FL,BRADFORD,2008,17501.063683500106
FL,BRADFORD,2009,21250.949666812667
FL,BRADFORD,2010,26551.078983862728
FL,BRADFORD,2011,21271.099192500278
FL,BRADFORD,2012,16872.471022500224
FL,BREVARD,2006,201186.1534030964
FL,BREVARD,2007,246505.6839382635
FL,BREVARD,2008,317947.5992638272
FL,BREVARD,2009,365366.2497193953
FL,BREVARD,2010,508840.97649451304
FL,BREVARD,2011,481720.1499038084
FL,BREVARD,2012,363107.37734239077
FL,BROWARD,2006,1222607.3896553789
FL,BROWARD,2007,1720337.481720641
FL,BROWARD,2008,2180537.4886382525
FL,BROWARD,2009,2584508.114014747
FL,BROWARD,2010,3026736.8445831947
FL,BROWARD,2011,1492503.4476547767
FL,BROWARD,2012,809178.9096921141
FL,CALHOUN,2006,1851.9058230000117
FL,CALHOUN,2007,2021.5322535000098
FL,CALHOUN,2008,2225.156550000013
FL,CALHOUN,2009,2580.2354700000137
FL,CALHOUN,2010,2722.4359650000147
FL,CALHOUN,2011,2810.688731362515
FL,CALHOUN,2012,2793.381480000016
FL,CHARLOTTE,2006,82123.59715794155
FL,CHARLOTTE,2007,103366.66686720558
FL,CHARLOTTE,2008,142308.39840053048
FL,CHARLOTTE,2009,191565.34862749267
FL,CHARLOTTE,2010,230654.24658953073
FL,CHARLOTTE,2011,207165.206288144
FL,CHARLOTTE,2012,120917.42719837994
FL,CITRUS,2006,49646.89102934089
FL,CITRUS,2007,58420.50957311638
FL,CITRUS,2008,71761.41768466689
FL,CITRUS,2009,81649.55125245466
FL,CITRUS,2010,111738.27332779265
FL,CITRUS,2011,148717.2534045444
FL,CITRUS,2012,101576.39330385461
FL,CLAY,2006,69327.28997720485
FL,CLAY,2007,85815.94069483093
FL,CLAY,2008,98532.92591602
FL,CLAY,2009,125011.3671661208
FL,CLAY,2010,144996.73572807058
FL,CLAY,2011,149491.52033715992
FL,CLAY,2012,134424.40624451957
FL,COLLIER,2006,107528.68073415474
FL,COLLIER,2007,129910.31275693116
FL,COLLIER,2008,147472.3473860064
FL,COLLIER,2009,202995.69626767907
FL,COLLIER,2010,237663.7797535899
FL,COLLIER,2011,198903.37525609313
FL,COLLIER,2012,141917.0842426926
FL,COLUMBIA,2006,27550.681708588032
FL,COLUMBIA,2007,30011.436168013053
FL,COLUMBIA,2008,37731.01713781312
FL,COLUMBIA,2009,40150.09677022534
FL,COLUMBIA,2010,54609.82727294974
FL,COLUMBIA,2011,50996.45302499963
FL,COLUMBIA,2012,49737.84482999941
FL,DE SOTO,2006,7179.580011500067
FL,DE SOTO,2007,7726.090771792575
FL,DE SOTO,2008,7953.604365000078
FL,DE SOTO,2009,9826.920240000087
FL,DE SOTO,2010,13087.621237500123
FL,DE SOTO,2011,18280.029405000176
FL,DE SOTO,2012,16695.973792500132
FL,DIXIE,2006,2952.7461250000056
FL,DIXIE,2007,3098.6997413625013
FL,DIXIE,2008,3247.38976500001
FL,DIXIE,2009,2874.669041362513
FL,DIXIE,2010,2657.110350000012
FL,DIXIE,2011,2559.3821700000085
FL,DIXIE,2012,3326.242594312511
FL,DUVAL,2006,293452.9754727002
FL,DUVAL,2007,344954.36544153484
FL,DUVAL,2008,408809.255086162
FL,DUVAL,2009,534398.118650884
FL,DUVAL,2010,765000.2969470624
FL,DUVAL,2011,659029.698137702
FL,DUVAL,2012,555328.0796860629
FL,ESCAMBIA,2006,96186.44732702237
FL,ESCAMBIA,2007,113832.92120254097
FL,ESCAMBIA,2008,116136.84399340067
FL,ESCAMBIA,2009,127790.39184473806
FL,ESCAMBIA,2010,156708.2074941154
FL,ESCAMBIA,2011,146310.74382428935
FL,ESCAMBIA,2012,129016.23428401133
FL,FLAGLER,2006,21015.01938367547
FL,FLAGLER,2007,24313.087587762962
FL,FLAGLER,2008,30727.47041245048
FL,FLAGLER,2009,45094.2061172634
FL,FLAGLER,2010,54742.9390545383
FL,FLAGLER,2011,58500.27469567639
FL,FLAGLER,2012,54252.2921795262
FL,FRANKLIN,2006,2174.577223000009
FL,FRANKLIN,2007,2099.0765175000056
FL,FRANKLIN,2008,2152.9779473625103
FL,FRANKLIN,2009,1955.3521200000089
FL,FRANKLIN,2010,2736.8763675000123
FL,FRANKLIN,2011,2695.184816362508
FL,FRANKLIN,2012,2741.9306925000096
FL,GADSDEN,2006,6021.017100225093
FL,GADSDEN,2007,7138.511467500114
FL,GADSDEN,2008,6724.820623500107
FL,GADSDEN,2009,7168.381856812628
FL,GADSDEN,2010,8384.369197500151
FL,GADSDEN,2011,10053.993885000134
FL,GADSDEN,2012,8671.229358862623
FL,GILCHRIST,2006,4032.605950000007
FL,GILCHRIST,2007,4195.956289500011
FL,GILCHRIST,2008,4955.8422
FL,GILCHRIST,2009,6117.87199136251
FL,GILCHRIST,2010,5760.958282725
FL,GILCHRIST,2011,5709.07000500002
FL,GILCHRIST,2012,5469.281212500022
FL,GLADES,2009,2627.311200000001
FL,GLADES,2010,6489.442050000003
FL,GLADES,2011,4646.4681000000055
FL,GLADES,2012,1898.2095000000022
FL,GULF,2006,3543.3416160000033
FL,GULF,2007,3813.9477660000057
FL,GULF,2008,3573.714215000012
FL,GULF,2009,3494.621707500005
FL,GULF,2010,4311.71625000002
FL,GULF,2011,3866.418202500016
FL,GULF,2012,4012.6529025000223
FL,HAMILTON,2006,1804.8995505000073
FL,HAMILTON,2007,2249.3530935000053
FL,HAMILTON,2008,3039.991791000008
FL,HAMILTON,2009,2305.1553525000054
FL,HAMILTON,2010,3470.6828288625106
FL,HAMILTON,2011,3033.594877500013
FL,HAMILTON,2012,2549.6674875000076
FL,HARDEE,2006,3682.5681049999953
FL,HARDEE,2007,3996.159572499998
FL,HARDEE,2008,4647.926044500018
FL,HARDEE,2009,7751.621392500056
FL,HARDEE,2010,8867.193390000095
FL,HARDEE,2011,9282.533205000105
FL,HARDEE,2012,7940.830061362598
FL,HENDRY,2006,16527.160282500317
FL,HENDRY,2007,19191.329012087892
FL,HENDRY,2008,20998.036911000414
FL,HENDRY,2009,22472.576881575413
FL,HENDRY,2010,27617.015310000446
FL,HENDRY,2011,26953.096248862927
FL,HENDRY,2012,19653.150187500432
FL,HERNANDO,2006,78727.92757445497
FL,HERNANDO,2007,111241.43089612249
FL,HERNANDO,2008,197158.77536772224
FL,HERNANDO,2009,245050.01594727513
FL,HERNANDO,2010,331289.8299954519
FL,HERNANDO,2011,239292.42987068725
FL,HERNANDO,2012,163153.66029019607
FL,HIGHLANDS,2006,22995.715222501018
FL,HIGHLANDS,2007,24466.187287941113
FL,HIGHLANDS,2008,28613.962263501002
FL,HIGHLANDS,2009,33721.28850067624
FL,HIGHLANDS,2010,45729.84357431389
FL,HIGHLANDS,2011,54161.62926453876
FL,HIGHLANDS,2012,41042.59796340114
FL,HILLSBOROUGH,2006,1027723.7849867414
FL,HILLSBOROUGH,2007,1189548.966784732
FL,HILLSBOROUGH,2008,1507903.6186250553
FL,HILLSBOROUGH,2009,2124149.0308500133
FL,HILLSBOROUGH,2010,2801560.6110086474
FL,HILLSBOROUGH,2011,1533314.54995062
FL,HILLSBOROUGH,2012,855609.6664839308
FL,HOLMES,2006,5115.280070000033
FL,HOLMES,2007,5388.6306392250335
FL,HOLMES,2008,5350.438789587534
FL,HOLMES,2009,5461.291740450045
FL,HOLMES,2010,5004.425704087547
FL,HOLMES,2011,5188.443866362564
FL,HOLMES,2012,5462.597160000079
FL,INDIAN RIVER,2006,43237.35108176451
FL,INDIAN RIVER,2007,51702.13878888993
